service,setting,name,sd0,req0,sd1,req1,sd2,req2,sd3,req3,sd4,req4,sd5,req5,sd6,req6,sd7,req7,sd8,req8,sd9,req9,sd10,req10,sd11,req11,sd12,req12,sd13,req13,sd14,req14,sd15,req15,sd16,req16,sd17,req17,sd18,req18,sd19,req19,sd20,req20,sd21,req21,sd22,req22,sd23,req23,sd24,req24,sd25,req25,sd26,req26,sd27,req27,sd28,req28,sd29,req29,sd30,req30,sd31,req31,sd32,req32,sd33,req33,sd34,req34,sd35,req35,sd36,req36,sd37,req37,sd38,req38,sd39,req39,sd40,req40,sd41,req41,sd42,req42,sd43,req43,sd44,req44,sd45,req45,sd46,req46,sd47,req47,sd48,req48,sd49,req49,policy,change
38,G4.3.1,service38,"(0, False)","([1, 2], 0, True)","(0, True)","([1, 2], 0, True)","(2, False)","([2, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, True)","([2, 2], 0, True)","(2, True)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, False)","(1, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(2, False)","([2, 2], 0, True)","(2, False)","([0, 2], 1, True)","(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(1, True)","([0, 2], 0, False)","(1, False)","([0, 2], 0, False)","(1, False)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, True)","(1, True)","([2, 2], 1, False)","(2, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(0, False)","([2, 2], 0, True)","(0, False)","([2, 2], 0, True)","(0, True)","([2, 2], 0, False)","(2, True)","([2, 2], 0, True)","(0, True)","([0, 2], 0, False)","(2, True)","([2, 2], 0, True)","(2, True)","([0, 2], 0, True)","(2, True)","([0, 2], 0, False)","(1, False)","([0, 2], 1, False)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, False)","(0, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(0, False)","([0, 2], 0, False)","(0, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(1, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","[0.3, 0.6]","[('sd48', 0), ('sd18', 2), ('sd31', 1), ('sd4', 0), ('sd2', 1), ('sd23', 2), ('sd27', 1), ('sd12', 1), ('sd17', 1)]"
39,G4.3.1,service39,"(2, True)","([2, 2], 0, False)","(2, False)","([1, 2], 1, False)","(2, False)","([0, 2], 0, True)","(2, False)","([1, 2], 0, True)","(1, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(1, False)","([1, 2], 1, False)","(2, False)","([2, 2], 1, False)","(1, False)","([2, 2], 0, True)","(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, False)","([0, 2], 0, False)","(2, True)","([0, 2], 0, True)","(1, False)","([1, 2], 0, False)","(2, False)","([2, 2], 0, True)","(2, False)","([1, 2], 0, False)","(0, True)","([2, 2], 0, False)","(1, True)","([0, 2], 0, True)","(0, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([0, 2], 0, False)","(1, True)","([1, 2], 1, True)","(1, True)","([1, 2], 0, False)","(0, True)","([1, 2], 0, True)","(2, True)","([0, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, False)","([2, 2], 0, False)","(1, False)","([2, 2], 0, True)","(2, False)","([0, 2], 0, False)","(2, True)","([0, 2], 0, False)","(0, False)","([1, 2], 1, False)","(1, False)","([1, 2], 0, True)","(2, False)","([2, 2], 0, True)","(1, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 1, False)","(2, False)","([2, 2], 1, False)","(2, True)","([2, 2], 0, True)","(2, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, False)","(1, True)","([0, 2], 1, True)","(1, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(1, True)","([1, 2], 0, False)","[0.3, 0.6]",[]
40,G4.3.1,service40,"(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 1, False)","(0, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, True)","([2, 2], 1, True)","(1, False)","([2, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(0, False)","([2, 2], 1, True)","(1, True)","([1, 2], 1, False)","(2, True)","([0, 2], 0, True)","(2, True)","([0, 2], 1, True)","(2, True)","([1, 2], 1, False)","(0, True)","([1, 2], 0, False)","(1, True)","([0, 2], 0, False)","(2, False)","([0, 2], 0, True)","(0, False)","([0, 2], 1, True)","(1, True)","([1, 2], 1, False)","(0, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, False)","(2, False)","([0, 2], 0, False)","(0, True)","([1, 2], 0, True)","(1, True)","([0, 2], 1, True)","(2, True)","([1, 2], 1, True)","(0, True)","([1, 2], 1, True)","(2, False)","([1, 2], 1, True)","(1, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(1, False)","([1, 2], 0, True)","(1, False)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(0, False)","([2, 2], 1, True)","(1, False)","([1, 2], 0, True)","(0, True)","([1, 2], 1, False)","(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(2, True)","([0, 2], 0, True)","(2, False)","([1, 2], 0, True)","(0, False)","([0, 2], 0, False)","(0, False)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(1, False)","([1, 2], 0, True)","(0, False)","([0, 2], 1, True)","(2, True)","([1, 2], 0, True)","(1, False)","([1, 2], 1, True)","(1, True)","([2, 2], 1, True)","(0, False)","([1, 2], 0, True)","(1, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, True)","[0.3, 0.6]",[]
41,G4.3.1,service41,"(0, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, True)","([1, 2], 1, True)","(1, False)","([2, 2], 1, True)","(2, True)","([0, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([0, 2], 0, False)","(2, True)","([0, 2], 0, False)","(1, True)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, False)","(2, True)","([0, 2], 1, False)","(2, True)","([1, 2], 1, True)","(2, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, False)","(2, False)","([2, 2], 0, True)","(1, False)","([1, 2], 0, False)","(0, False)","([0, 2], 0, True)","(0, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(0, True)","([1, 2], 0, False)","(0, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, True)","(0, True)","([1, 2], 0, True)","(1, False)","([1, 2], 1, True)","(1, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, True)","(1, True)","([2, 2], 0, False)","(2, False)","([0, 2], 1, True)","(2, True)","([2, 2], 0, False)","(0, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, True)","(1, False)","([2, 2], 1, True)","(2, True)","([2, 2], 0, False)","(1, True)","([1, 2], 1, True)","(2, True)","([0, 2], 0, True)","(2, True)","([0, 2], 1, False)","(2, True)","([2, 2], 0, False)","(2, False)","([1, 2], 0, False)","(1, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, True)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(1, False)","([0, 2], 0, True)","(2, False)","([2, 2], 1, True)","(1, True)","([1, 2], 1, True)","(0, False)","([1, 2], 0, True)","(1, True)","([1, 2], 0, False)","[0.3, 0.6]",[]
42,G4.3.1,service42,"(2, True)","([1, 2], 0, False)","(1, True)","([1, 2], 1, False)","(0, True)","([1, 2], 0, True)","(0, False)","([0, 2], 1, False)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(1, True)","([1, 2], 0, False)","(2, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(2, False)","([2, 2], 1, True)","(1, True)","([0, 2], 0, True)","(0, True)","([1, 2], 1, True)","(0, False)","([2, 2], 1, False)","(2, True)","([0, 2], 0, True)","(0, False)","([1, 2], 1, False)","(1, False)","([1, 2], 0, False)","(0, True)","([1, 2], 0, False)","(2, False)","([1, 2], 1, False)","(1, True)","([1, 2], 0, False)","(0, True)","([1, 2], 1, True)","(0, False)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(2, True)","([1, 2], 1, False)","(2, True)","([0, 2], 1, False)","(2, False)","([0, 2], 1, False)","(2, True)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(0, True)","([1, 2], 0, True)","(1, False)","([1, 2], 0, True)","(2, False)","([2, 2], 0, False)","(2, False)","([0, 2], 1, True)","(0, False)","([2, 2], 1, False)","(2, False)","([2, 2], 0, True)","(0, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(1, False)","([0, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(1, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, True)","(0, False)","([1, 2], 1, True)","(2, True)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(1, False)","([1, 2], 0, True)","(2, True)","([1, 2], 1, False)","(2, True)","([0, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, True)","([0, 2], 1, True)","[0.3, 0.6]","[('sd33', 1), ('sd0', 1), ('sd41', 1), ('sd43', 1), ('sd27', 1), ('sd14', 1), ('sd42', 1), ('sd20', 1), ('sd40', 0), ('sd49', 0), ('sd31', 1), ('sd1', 0), ('sd45', 0)]"
43,G4.3.1,service43,"(2, False)","([0, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, False)","([1, 2], 1, True)","(1, False)","([2, 2], 1, False)","(1, True)","([1, 2], 0, True)","(2, True)","([1, 2], 1, False)","(2, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, True)","(0, True)","([2, 2], 0, False)","(1, False)","([1, 2], 0, True)","(2, False)","([2, 2], 1, True)","(0, False)","([2, 2], 0, True)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(2, True)","([2, 2], 0, True)","(2, False)","([2, 2], 1, False)","(0, True)","([1, 2], 0, True)","(2, False)","([2, 2], 0, False)","(0, False)","([1, 2], 1, False)","(2, False)","([2, 2], 0, True)","(2, False)","([2, 2], 0, False)","(1, False)","([1, 2], 0, False)","(0, True)","([1, 2], 0, True)","(0, False)","([0, 2], 0, True)","(0, False)","([1, 2], 1, True)","(2, False)","([2, 2], 1, False)","(0, True)","([2, 2], 1, False)","(0, False)","([1, 2], 0, True)","(0, False)","([1, 2], 1, False)","(2, False)","([0, 2], 0, True)","(0, True)","([0, 2], 1, False)","(0, True)","([2, 2], 1, True)","(1, True)","([1, 2], 0, True)","(2, False)","([0, 2], 0, False)","(0, False)","([0, 2], 1, True)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(0, False)","([1, 2], 0, False)","(2, True)","([1, 2], 1, False)","(0, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, False)","(0, False)","([0, 2], 0, True)","(0, False)","([1, 2], 0, True)","(2, True)","([2, 2], 0, False)","(1, False)","([1, 2], 0, False)","(0, False)","([2, 2], 1, True)","(0, False)","([1, 2], 0, True)","(1, True)","([1, 2], 1, False)","(2, False)","([2, 2], 0, False)","[0.3, 0.6]","[('sd39', 1), ('sd40', 1), ('sd15', 1), ('sd32', 1), ('sd45', 0), ('sd34', 1), ('sd3', 2)]"
44,G4.3.1,service44,"(2, True)","([1, 2], 1, True)","(2, False)","([0, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, False)","([2, 2], 1, False)","(2, True)","([0, 2], 0, False)","(1, False)","([1, 2], 1, True)","(1, False)","([0, 2], 1, False)","(2, True)","([2, 2], 0, False)","(0, False)","([0, 2], 0, True)","(2, False)","([2, 2], 0, False)","(1, True)","([0, 2], 1, False)","(2, False)","([0, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, True)","([0, 2], 1, False)","(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(0, False)","([0, 2], 0, False)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 1, True)","(1, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([2, 2], 1, True)","(0, False)","([1, 2], 1, True)","(1, False)","([1, 2], 1, True)","(2, True)","([0, 2], 1, True)","(2, True)","([2, 2], 1, False)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(1, True)","([2, 2], 1, True)","(2, False)","([2, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, False)","([2, 2], 1, True)","(0, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(2, False)","([0, 2], 0, False)","(0, False)","([2, 2], 1, False)","(1, False)","([1, 2], 0, False)","(2, True)","([0, 2], 0, False)","(2, False)","([2, 2], 0, True)","(2, True)","([1, 2], 0, True)","(2, False)","([0, 2], 0, False)","(0, False)","([2, 2], 0, True)","(2, False)","([0, 2], 0, False)","(0, False)","([0, 2], 0, True)","(1, True)","([1, 2], 0, True)","[0.3, 0.6]",[]
45,G4.3.1,service45,"(1, True)","([1, 2], 1, True)","(1, False)","([0, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 1, False)","(1, True)","([0, 2], 1, True)","(1, False)","([1, 2], 1, True)","(0, True)","([1, 2], 1, False)","(1, False)","([0, 2], 1, True)","(1, True)","([2, 2], 0, True)","(2, True)","([1, 2], 0, True)","(1, False)","([0, 2], 1, True)","(2, False)","([1, 2], 1, False)","(2, False)","([1, 2], 1, True)","(1, False)","([0, 2], 0, True)","(1, False)","([2, 2], 1, True)","(0, False)","([1, 2], 1, False)","(2, True)","([2, 2], 0, False)","(0, True)","([0, 2], 0, True)","(2, False)","([0, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 1, True)","(2, False)","([1, 2], 1, True)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(0, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, False)","(1, True)","([0, 2], 1, True)","(1, True)","([0, 2], 0, True)","(1, False)","([0, 2], 0, False)","(2, True)","([0, 2], 0, True)","(1, True)","([0, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, False)","([2, 2], 0, True)","(2, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(2, False)","([2, 2], 0, False)","(2, True)","([0, 2], 0, True)","(0, True)","([1, 2], 0, False)","(0, True)","([1, 2], 1, False)","(0, True)","([2, 2], 1, True)","(2, False)","([2, 2], 0, False)","(2, True)","([0, 2], 1, False)","(2, False)","([1, 2], 1, False)","(0, True)","([0, 2], 0, False)","(0, True)","([1, 2], 0, False)","[0.3, 0.6]",[]
46,G4.3.1,service46,"(2, False)","([0, 2], 1, False)","(1, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, False)","(0, True)","([1, 2], 1, False)","(1, False)","([0, 2], 1, False)","(2, False)","([2, 2], 1, True)","(0, True)","([2, 2], 1, False)","(1, True)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(0, False)","([0, 2], 0, True)","(2, False)","([1, 2], 1, True)","(0, False)","([1, 2], 0, True)","(2, True)","([2, 2], 0, False)","(1, True)","([1, 2], 1, True)","(2, True)","([2, 2], 0, False)","(0, True)","([1, 2], 0, True)","(2, False)","([2, 2], 1, False)","(0, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(2, True)","([0, 2], 0, False)","(2, False)","([1, 2], 1, False)","(2, True)","([1, 2], 0, False)","(1, True)","([1, 2], 0, True)","(0, False)","([2, 2], 1, True)","(2, True)","([2, 2], 1, True)","(0, True)","([1, 2], 0, False)","(1, False)","([1, 2], 1, True)","(0, False)","([1, 2], 0, True)","(0, True)","([2, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 1, True)","(2, True)","([1, 2], 0, False)","(2, False)","([2, 2], 0, True)","(0, False)","([2, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, True)","(2, False)","([1, 2], 0, True)","(2, False)","([2, 2], 1, True)","(2, False)","([1, 2], 0, False)","(1, False)","([0, 2], 0, True)","(2, True)","([1, 2], 1, False)","(0, False)","([2, 2], 0, False)","(1, False)","([1, 2], 0, False)","(2, True)","([2, 2], 0, True)","(1, True)","([1, 2], 0, False)","[0.3, 0.6]",[]
47,G4.3.1,service47,"(2, False)","([0, 2], 0, False)","(2, True)","([0, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([2, 2], 0, False)","(2, True)","([1, 2], 1, True)","(0, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, False)","([2, 2], 0, True)","(1, False)","([2, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(1, False)","([0, 2], 1, False)","(1, True)","([1, 2], 0, True)","(1, False)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(0, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, True)","(0, True)","([0, 2], 0, True)","(0, False)","([1, 2], 1, False)","(0, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, True)","(2, False)","([1, 2], 1, True)","(0, False)","([2, 2], 0, True)","(2, False)","([1, 2], 0, True)","(0, True)","([0, 2], 0, False)","(2, False)","([2, 2], 0, True)","(0, True)","([1, 2], 0, True)","(1, True)","([1, 2], 1, True)","(0, True)","([1, 2], 1, True)","(0, True)","([1, 2], 1, True)","(1, False)","([1, 2], 0, True)","(0, True)","([2, 2], 0, False)","(2, True)","([2, 2], 0, True)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(2, True)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(0, False)","([1, 2], 1, False)","(0, True)","([1, 2], 1, False)","(2, False)","([1, 2], 1, False)","(1, True)","([1, 2], 1, False)","(1, True)","([2, 2], 0, False)","(0, False)","([1, 2], 0, True)","(2, True)","([0, 2], 1, False)","[0.3, 0.6]","[('sd15', 0), ('sd23', 1), ('sd32', 1), ('sd14', 2), ('sd48', 1), ('sd7', 1), ('sd13', 0), ('sd19', 2), ('sd11', 1), ('sd49', 1), ('sd46', 2), ('sd17', 0), ('sd45', 1), ('sd18', 1), ('sd16', 0)]"
48,G4.3.1,service48,"(2, True)","([0, 2], 0, True)","(2, False)","([0, 2], 0, False)","(0, False)","([1, 2], 0, False)","(1, True)","([2, 2], 1, True)","(2, False)","([2, 2], 0, True)","(1, False)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 0, True)","(1, True)","([0, 2], 0, False)","(1, True)","([0, 2], 1, True)","(1, True)","([1, 2], 1, False)","(1, True)","([1, 2], 0, False)","(2, True)","([0, 2], 0, True)","(0, False)","([0, 2], 1, True)","(1, False)","([1, 2], 1, False)","(0, False)","([1, 2], 0, True)","(2, True)","([0, 2], 0, True)","(1, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(0, True)","([1, 2], 0, True)","(2, False)","([1, 2], 1, True)","(0, False)","([2, 2], 0, False)","(2, False)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(2, True)","([0, 2], 0, True)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 1, True)","(0, True)","([1, 2], 1, False)","(2, True)","([2, 2], 1, False)","(2, False)","([1, 2], 0, True)","(0, True)","([2, 2], 1, True)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, False)","(1, True)","([1, 2], 1, False)","(2, False)","([1, 2], 1, True)","(0, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, True)","([1, 2], 1, False)","(2, True)","([1, 2], 1, True)","(2, True)","([1, 2], 0, True)","(0, True)","([1, 2], 0, False)","(2, True)","([0, 2], 0, True)","(1, True)","([1, 2], 0, True)","(0, False)","([1, 2], 1, True)","(0, True)","([1, 2], 1, True)","(1, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(0, False)","([1, 2], 1, False)","(0, False)","([1, 2], 0, False)","[0.3, 0.6]",[]
49,G4.3.1,service49,"(0, True)","([1, 2], 0, True)","(1, True)","([2, 2], 0, False)","(0, False)","([2, 2], 0, True)","(2, True)","([0, 2], 0, False)","(2, True)","([2, 2], 1, False)","(2, False)","([1, 2], 1, False)","(1, True)","([0, 2], 0, False)","(2, True)","([1, 2], 0, True)","(0, True)","([1, 2], 0, True)","(0, False)","([1, 2], 1, True)","(0, False)","([1, 2], 1, True)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, True)","(1, True)","([1, 2], 1, False)","(2, True)","([0, 2], 0, False)","(1, False)","([0, 2], 0, False)","(2, True)","([2, 2], 1, False)","(2, False)","([1, 2], 0, True)","(2, True)","([0, 2], 0, True)","(2, True)","([1, 2], 0, True)","(0, False)","([1, 2], 1, True)","(2, False)","([0, 2], 1, True)","(0, False)","([1, 2], 0, True)","(2, False)","([2, 2], 0, False)","(1, True)","([0, 2], 0, False)","(0, True)","([0, 2], 1, False)","(1, False)","([1, 2], 0, True)","(1, True)","([2, 2], 0, True)","(0, True)","([2, 2], 0, True)","(1, False)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, False)","(1, True)","([2, 2], 1, False)","(2, True)","([1, 2], 0, False)","(2, True)","([1, 2], 1, False)","(1, False)","([0, 2], 1, True)","(1, False)","([1, 2], 0, False)","(2, True)","([0, 2], 0, False)","(0, True)","([1, 2], 1, False)","(1, True)","([0, 2], 1, False)","(2, False)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(2, True)","([1, 2], 0, False)","(0, True)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(1, True)","([0, 2], 0, False)","(1, True)","([1, 2], 0, True)","[0.3, 0.6]",[]
50,G4.3.1,service50,"(2, True)","([1, 2], 1, True)","(1, True)","([1, 2], 1, True)","(1, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, True)","(1, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(2, False)","([1, 2], 1, True)","(2, False)","([1, 2], 0, False)","(1, True)","([0, 2], 1, True)","(2, True)","([1, 2], 0, False)","(2, False)","([0, 2], 0, False)","(0, False)","([2, 2], 0, True)","(2, True)","([1, 2], 0, True)","(0, True)","([0, 2], 0, False)","(1, False)","([1, 2], 0, True)","(0, True)","([0, 2], 1, False)","(0, True)","([2, 2], 0, True)","(2, False)","([0, 2], 0, False)","(1, True)","([2, 2], 0, False)","(1, True)","([2, 2], 1, True)","(0, False)","([1, 2], 0, True)","(1, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(0, True)","([2, 2], 0, False)","(2, True)","([1, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([1, 2], 1, False)","(1, False)","([1, 2], 1, False)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, False)","(2, True)","([0, 2], 0, True)","(2, True)","([2, 2], 0, False)","(0, True)","([0, 2], 0, False)","(0, True)","([0, 2], 0, False)","(2, True)","([2, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, True)","([0, 2], 0, False)","(2, False)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(0, False)","([1, 2], 1, False)","(2, False)","([0, 2], 0, False)","(1, True)","([0, 2], 1, False)","(0, False)","([0, 2], 0, True)","(0, False)","([1, 2], 0, False)","(0, False)","([1, 2], 0, True)","(2, False)","([1, 2], 1, True)","(2, True)","([1, 2], 0, True)","(2, False)","([1, 2], 0, False)","(2, False)","([1, 2], 1, False)","[0.6, 0.9]",[]
51,G4.3.1,service51,"(0, False)","([1, 2], 0, False)","(1, True)","([1, 2], 0, False)","(2, False)","([0, 2], 1, False)","(2, False)","([1, 2], 1, False)","(1, False)","([0, 2], 0, False)","(0, False)","([2, 2], 0, False)","(0, True)","([1, 2], 1, False)","(2, True)","([1, 2], 0, True)","(2, True)","([1, 2], 1, False)","(1, True)","([2, 2], 1, True)","(0, True)","([2, 2], 1, False)","(1, True)","([1, 2], 1, True)","(2, True)","([1, 2], 1, False)","(2, True)","([2, 2], 1, True)","(0, True)","([1, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(2, False)","([0, 2], 1, False)","(1, True)","([0, 2], 0, False)","(1, False)","([1, 2], 0, True)","(2, False)","([0, 2], 0, True)","(2, True)","([1, 2], 0, False)","(1, False)","([1, 2], 0, False)","(2, False)","([0, 2], 0, True)","(1, True)","([1, 2], 1, True)","(1, False)","([0, 2], 0, True)","(1, True)","([2, 2], 0, False)","(0, False)","([1, 2], 0, False)","(2, True)","([2, 2], 1, False)","(0, False)","([0, 2], 0, False)","(1, False)","([2, 2], 0, True)","(0, True)","([0, 2], 1, True)","(0, False)","([1, 2], 1, False)","(2, False)","([1, 2], 1, False)","(1, False)","([1, 2], 0, False)","(1, False)","([1, 2], 0, True)","(0, True)","([2, 2], 0, False)","(2, True)","([0, 2], 1, False)","(2, False)","([1, 2], 1, False)","(1, True)","([0, 2], 0, True)","(2, True)","([2, 2], 0, True)","(2, False)","([2, 2], 1, True)","(1, True)","([1, 2], 0, False)","(0, False)","([0, 2], 1, True)","(2, True)","([1, 2], 0, False)","(1, True)","([1, 2], 1, False)","(2, False)","([0, 2], 1, True)","(2, False)","([1, 2], 1, False)","(2, True)","([2, 2], 1, True)","(2, True)","([1, 2], 1, False)","[0.6, 0.9]",[]
